date,total_sales,rolling_28
2014-10-25,758926.230707,675299.4601164393
2014-10-26,892128.498949,675499.3425855465
2014-10-27,572806.6319285,675003.7643686357
2014-10-28,512678.811505,671917.5106464678
2014-10-29,560819.6780005,663928.9186495572
2014-10-30,459715.26616,657693.5167605571
2014-10-31,561876.0719155,653630.5445040392
2014-11-01,873539.2478855,651567.03503495
2014-11-02,709851.4922288,641723.6253977285
2014-11-03,973192.041735,653570.456985907
2014-11-04,702751.953595,657725.5170796356
2014-11-05,718799.9390395,661246.8962217963
2014-11-06,566118.381055,663232.5554343321
2014-11-07,585330.25773,659048.9818548679
2014-11-08,816064.644983,661468.8208278678
2014-11-09,941478.422301,664951.2240274035
2014-11-10,593376.793073,664295.862136618
2014-11-11,552505.750307,664364.2970299392
2014-11-12,588093.484021,663053.4404060106
2014-11-13,468057.386823,660546.4682526536
2014-11-14,553007.970965,660348.9623585821
2014-11-15,786124.201177,659109.077729475
2014-11-16,956619.401927,659866.5350884035
2014-11-17,620876.340058,659732.4761282966
2014-11-18,553367.204141,660131.0489452606
2014-11-19,580234.0113007,659963.46520625
2014-11-20,511855.7610447,660664.2698078464
2014-11-21,567978.732759,662077.6645469535
2014-11-22,763720.148593,662248.8759000251
2014-11-23,907432.656994,662795.4529730607
2014-11-24,610847.95702,664154.0717263286
2014-11-25,541225.608011,665173.6001729715
2014-11-26,579125.306002,665827.3726015964
2014-11-27,475823.897052,666402.6808477392
2014-11-28,559619.825094,666322.1006041142
2014-11-29,850925.105136,665514.452648775
2014-11-30,1023691.281592,676723.0165546036
2014-12-01,817413.561974,671159.4994202822
2014-12-02,735319.1840285,672322.614792907
2014-12-03,715127.614539,672191.4603464607
2014-12-04,578961.517004,672650.1437732106
2014-12-05,635445.153317,674439.9614727463
2014-12-06,829386.70612,674915.7493704964
2014-12-07,1013889.8074,677501.8702668893
2014-12-08,790283.289992,684534.2451568535
2014-12-09,665123.962957,688556.3241800679
2014-12-10,732121.033873,693700.1652462108
2014-12-11,580542.178879,697717.4792482107
2014-12-12,642760.387245,700922.9226867821
2014-12-13,854830.905829,703376.7335672107
2014-12-14,999106.1325775,704894.1168047285
2014-12-15,790182.945791,710940.7812951928
2014-12-16,799067.056179,719715.7760108357
2014-12-17,779966.499188,726849.0791496679
2014-12-18,731938.479893,734709.1762513928
2014-12-19,757349.3758179,741472.4135034963
2014-12-20,935555.52434,747609.3912087464
2014-12-21,1056605.2012285,752936.9820742642
2014-12-22,1008143.3460193,767126.1031099536
2014-12-23,1064977.9730725,785831.5447192928
2014-12-24,965982.871715,799647.8863519001
2014-12-26,872098.456795,813800.5491998643
2014-12-27,740596.158932,820263.9896940786
2014-12-28,716329.635071,815457.0086203285
2014-12-29,773998.401175,806539.4057482928
2014-12-30,912970.533204,809952.1547207928
2014-12-31,844380.469674,813847.2006367036
2015-01-01,12773.61698,788763.1292953107
2015-01-02,657763.391981,791577.4819730608
2015-01-03,648880.686926,792057.3224590964
2015-01-04,730923.776022,788540.7892413108
2015-01-05,569267.29796,772661.4139041678
2015-01-06,477886.741053,761504.3942992036
2015-01-07,494160.850117,755398.5688406321
2015-01-08,417482.689131,744161.4850998465
2015-01-09,439381.226073,739120.0224996321
2015-01-10,569956.90801,736519.8982412394
2015-01-11,694860.9511,730806.6855723464
2015-01-12,442845.544014,710940.2359807929
2015-01-13,393799.993059,696783.70195465
2015-01-14,400923.97107,682564.3060579001
2015-01-15,371146.144942,667963.5791205429
2015-01-16,423599.9357975,656951.4882599892
2015-01-17,621865.434007,652112.7760524572
2015-01-18,678277.030991,642924.2584328501
2015-01-19,448217.896919,621196.1404217964
2015-01-20,405308.77722,599666.3343932499
2015-01-21,413202.592067,576388.6422144821
2015-01-22,364862.5390355,554920.0589045
2015-01-23,416937.181925,538664.2990877143
2015-01-24,588849.871003,533244.7888045356
2015-01-25,631623.951015,530219.5858025358
2015-01-26,410009.617966,517219.98640221433
2015-01-27,360009.850046,497471.39057514287
2015-01-28,376935.916035,480776.9422308929
2015-01-29,343062.160973,492572.9616592143
2015-01-30,435899.6719165,484649.2573711964
2015-01-31,656205.841844,484910.87004683923
2015-02-01,815294.475951,487924.1093300179
2015-02-02,538301.886974,486818.20179480355
2015-02-03,475249.842928,486724.0268617678
2015-02-04,451923.147059,485215.5374668393
2015-02-05,407491.967944,484858.725995875
2015-02-06,437147.54517,484778.9516779107
2015-02-07,599911.594879,485848.7619232321
2015-02-08,622994.231951,483282.09338219644
2015-02-09,458002.152043,483823.4008118036
2015-02-10,400825.9849177,484074.32909247145
2015-02-11,400115.3330245,484045.449162275
2015-02-12,384963.142969,484538.91337752494
2015-02-13,493265.468013,487026.9680995071
2015-02-14,562855.068099,484919.4550313643
2015-02-15,434886.671834,476226.9422043286
2015-02-16,420740.903983,475245.62102804286
2015-02-17,483088.13409300003,478023.45520207856
2015-02-18,497499.057967,481034.0432699357
2015-02-19,436360.905914,483587.55637273926
2015-02-20,483681.015026,485971.26469777507
2015-02-21,572753.075038,485396.37912759645
2015-02-22,691339.067796,487529.06186977495
2015-02-23,443349.890841,488719.785901025
2015-02-24,407890.277971,490429.8011840607
2015-02-25,395774.954032,491102.6239696679
2015-02-26,354938.226975,491526.769184025
2015-02-27,436488.424914,491547.7960767929
2015-02-28,635263.400075,490799.85172790004
2015-03-01,820434.978924,490983.4411197929
2015-03-02,546037.787999,491259.7232992571
2015-03-03,492365.24083,491870.98751004285
2015-03-04,483330.548167,492992.6804067571
2015-03-05,428599.809059,493746.53187515
2015-03-06,463723.974873,494695.69007882854
2015-03-07,657377.210913,496748.0335086143
2015-03-08,659563.411966,498054.07565200713
2015-03-09,480371.950086,498852.9970106857
2015-03-10,457881.7640763,500890.7034092071
2015-03-11,425617.727075,501801.50319672504
2015-03-12,382588.6690535,501716.70055688574
2015-03-13,434805.995204,499628.8622422786
2015-03-14,616609.760896,501548.67269931425
2015-03-15,662700.871933,509684.89413142146
2015-03-16,466598.425914,511322.6627718142
2015-03-17,415359.51603,508903.78355527855
2015-03-18,398629.999994,505372.74577052856
2015-03-19,373324.3829895,503121.4413803679
2015-03-20,467687.945081,502550.26031090354
2015-03-21,624099.228222,504384.0514960465
2015-03-22,646466.401887,502781.45628501073
2015-03-23,462664.2370045,503471.25436227856
2015-03-24,407369.722015,503452.66307813575
2015-03-25,408258.189916,503898.49293113576
2015-03-26,367006.957001,504329.51900349284
2015-03-27,436906.608975,504344.4541485286
2015-03-28,589854.7040575,502722.7150050464
2015-03-29,641213.770163,496321.9575492964
2015-03-30,437878.834978,492459.13779854646
2015-03-31,443278.893073,490706.05395008216
2015-04-01,557223.161038,493345.0758383322
2015-04-02,524588.902022,496773.2577298678
2015-04-03,510296.785948,498436.5724111179
2015-04-04,653894.195903,498312.1790179036
2015-04-05,659669.577136,498315.9706311179
2015-04-06,519734.816963,499721.78730529646
2015-04-07,464788.21798,499968.4463732857
2015-04-08,461140.213006,501237.10658510716
2015-04-09,398718.315935,501813.16540230357
2015-04-10,445869.298012,502208.28335973213
2015-04-11,610603.017074,501993.7567946607
2015-04-12,659939.024086,501895.11937155353
2015-04-13,453724.756048,501435.3454477679
2015-04-14,403623.396979,501016.19833880354
2015-04-15,438106.287965,502426.06576633925
2015-04-16,418643.193957,504044.5947294643
2015-04-17,456303.236748,503637.9980032858
2015-04-18,629155.66071,503818.5848778571
2015-04-19,684544.950159,505178.5330304286
2015-04-20,481694.770966,505858.194957625
2015-04-21,426018.313035,506524.2160654821
2015-04-22,421108.210059,506983.14535630355
2015-04-23,392147.042002,507881.0055349107
2015-04-24,437625.507963,507906.6804987678
2015-04-25,588781.512939,507868.35224453575
2015-04-26,625901.000988,507321.4676311429
2015-04-27,425049.148087,506863.2645278928
2015-04-28,374839.1850745,504418.9892422321
2015-04-29,398724.330055,498758.316707125
2015-04-30,432612.141938,495473.4324184107
2015-05-01,674509.400095,501338.1686379464
2015-05-02,711052.273896,503379.52856626787
2015-05-03,742887.785029,506351.60741958924
2015-05-04,556245.147953,507655.54781208927
2015-05-05,509493.227021,509252.15527783934
2015-05-06,504999.550962,510818.5602048393
2015-05-07,444082.309939,512438.70284783933
2015-05-08,481304.22297,513704.2358820536
2015-05-09,706705.4400759999,517136.46527498215
2015-05-10,558062.273048,513498.00988076784
2015-05-11,524864.051063,516038.69898844644
2015-05-12,452162.874045,517772.2517408036
2015-05-13,446915.639008,518086.8714209107
2015-05-14,395609.666087,517264.2454255536
2015-05-15,483535.538107,518236.82761694636
2015-05-16,709798.552994,521116.93091280357
2015-05-17,798186.132143,525175.5445550892
2015-05-18,496595.01098,525707.6959841608
2015-05-19,446375.4880335,526434.7379483929
2015-05-20,466238.630977,528046.5386954643
2015-05-21,417006.136035,528934.3634823571
2015-05-22,458727.917031,529688.0209490715
2015-05-23,658882.9229615,532191.6427355893
2015-05-24,738068.426823,536197.6222296965
2015-05-25,534802.790004,540117.3951553035
2015-05-26,463132.406006,543270.7244742856
2015-05-27,481804.96096,546237.88986375
2015-05-28,428506.881011,546091.2734020714
2015-05-29,560519.530038,542020.2066143213
2015-05-30,855728.291973,547187.2072599286
2015-05-31,1023564.76704,557211.3851888928
2015-06-01,812081.2027655,566348.3871464821
2015-06-02,753430.6418917,575060.4376775787
2015-06-03,747929.452075,583736.5055744714
2015-06-04,608994.6461083,589626.2318662321
2015-06-05,657675.126037,595925.1926900536
2015-06-06,904437.271141,602987.0437995178
2015-06-07,1070695.9178497,621295.3882567214
2015-06-08,696952.81204,627441.4154344713
2015-06-09,623725.1071692,633568.6380460499
2015-06-10,641435.3719983,640515.7713671321
2015-06-11,510019.1489275,644601.8243257215
2015-06-12,606616.000975,648997.5551424358
2015-06-13,840727.775905,653673.5988178285
2015-06-14,967745.7218685,659729.2984508822
2015-06-15,666557.1317587,665799.3741929785
2015-06-16,672637.824072,673880.1719086393
2015-06-17,677171.157112,681413.4764134607
2015-06-18,556155.0391433,686383.0800959
2015-06-19,659233.5706609,693543.996296968
2015-06-20,936951.654373,703475.0224188071
2015-06-21,790568.421132,705350.0222155572
2015-06-22,701208.22895,711293.0736064857
2015-06-23,640322.326029,717621.2850358785
2015-06-24,643411.714061,723392.9547894857
2015-06-25,518700.9558973,726614.1717497108
2015-06-26,593299.460788,727784.8835622107
2015-06-27,831492.4641955,726919.3182844428
2015-06-28,976563.5890657,725240.7047853607
2015-06-29,639072.192193,719061.8115506286
2015-06-30,669548.425059,716066.0180923179
2015-07-01,885953.200992,720995.4376964964
2015-07-02,705642.2820965,724447.1389817894
2015-07-03,772773.3939200001,728557.7914061822
2015-07-04,1018541.84294,732632.9546847178
2015-07-05,982427.6819,729480.5176865142
2015-07-06,754949.70914,731551.8354400859
2015-07-07,654821.0515315,732662.4048815964
2015-07-08,732992.130029,735932.2890969785
2015-07-09,605032.4963965,739325.6229351572
2015-07-10,643986.381178,740660.2793709785
2015-07-11,794984.703157,739026.5982014071
2015-07-12,898731.936734,736561.8201608893
2015-07-13,647967.077874,735897.889665007
2015-07-14,601452.258023,733355.5480204
2015-07-15,664505.1001790001,732903.1888442215
2015-07-16,584042.727022,733899.1776970321
2015-07-17,653452.17114,733692.6991427143
2015-07-18,826353.336031,729742.7592019286
2015-07-19,894707.299378,733462.0048535714
2015-07-20,685961.243972,732917.4696757856
2015-07-21,607836.498977,731757.2615667857
2015-07-22,631385.408886,731327.7506676785
2015-07-23,541511.421067,732142.410138025
2015-07-24,635244.2449785,733640.4381448284
2015-07-25,797427.520942,732423.8330286322
2015-07-26,875032.0362592,728797.7061426857
2015-07-27,652999.1942961001,729295.0990749393
2015-07-28,594977.6665523,726631.8576996999
2015-07-29,625449.98155,717328.1712910571
2015-07-30,543393.592625,711533.5752385035
2015-07-31,695083.4489723,708758.9343475142
2015-08-01,1044894.790061,709700.1110304071
2015-08-02,1043495.475018,711881.1036417644
2015-08-03,811119.83411,713887.1795335499
2015-08-04,726613.35811,716451.1904827822
2015-08-05,724346.594,716142.4213388894
2015-08-06,583375.211759,715368.9468875501
2015-08-07,663326.5180703,716059.6660622751
2015-08-08,784099.215997,715670.8986637036
2015-08-09,679410.125135,707837.9768208822
2015-08-10,785477.934216,712749.0788330965
2015-08-11,668280.357956,715135.7966878464
2015-08-12,678064.7316857,715620.069241657
2015-08-13,557859.477954,714684.9532035142
2015-08-14,734484.205049,717578.95441455
2015-08-15,936339.026059,721507.0147726929
2015-08-16,913846.62503,722190.5621174072
2015-08-17,694747.161863,722504.3448992287
2015-08-18,629475.6430527,723277.1714733607
2015-08-19,653733.3600063,724075.3125848
2015-08-20,569443.704073,725072.8941207286
2015-08-21,653281.208151,725717.0713768894
2015-08-22,803270.157597,725925.7369717107
2015-08-23,865755.397429,725594.4284420607
2015-08-24,681575.9899773,726615.0282878178
2015-08-25,624698.33755,727676.48082345
2015-08-26,640075.9908365,728198.8382979679
2015-08-27,548043.327354,728364.900252575
2015-08-28,635737.2322,726245.3925107073
2015-08-29,876953.096934,720247.4748990285
2015-08-30,975697.601858,717826.1222861714
2015-08-31,776152.5521897,716577.2907890178
2015-09-01,906549.992952,723003.5991762321
2015-09-02,879033.0925,728528.1169798037
2015-09-03,707093.042,732946.6109169822
2015-09-04,736395.302632,735556.2103656143
2015-09-05,1052868.394291,745155.1095904
2015-09-06,1147642.583011,761877.6973716858
2015-09-07,767382.7769737,761231.4417558892
2015-09-08,677312.236066,761554.0088312464
2015-09-09,705633.4998935,762538.6076958107
2015-09-10,577743.795026,763248.7618769536
2015-09-11,651330.167952,760278.9748377751
2015-09-12,921524.436013,759749.8823361321
2015-09-13,1023345.318906,763660.5499745607
2015-09-14,688405.190061,763434.0509816322
2015-09-15,682134.3540295,765314.7192308035
2015-09-16,742089.667998,768470.3016590786
2015-09-17,593577.802125,769332.2337323643
2015-09-18,653805.874946,769350.9718321858
2015-09-19,935893.481059,774087.5190986858
2015-09-20,1037532.860693,780222.4285009714
2015-09-21,717725.376959,781513.4780360322
2015-09-22,641914.7389995,782128.3495163714
2015-09-23,690419.721922,783926.3399122822
2015-09-24,557321.610921,784257.7071825322
2015-09-25,646083.8750635,784627.2301419427
2015-09-26,890486.060145,785110.5502566214
2015-09-27,1018062.963565,786623.5988890143
2015-09-28,671261.0640092,782877.4743111393
2015-09-29,609130.6581453,772255.3552109001
2015-09-30,711182.539054,766260.6925878285
2015-10-01,796340.858947,769448.1146216501
2015-10-02,830719.387744,772816.8319470786
2015-10-03,1179376.177625,777334.96706615
2015-10-04,1234130.938595,780423.8369084357
2015-10-05,809524.837996,781928.910516375
2015-10-06,696169.275967,782602.3762271252
2015-10-07,720562.330573,783135.548751393
2015-10-08,603066.030064,784039.9142884642
2015-10-09,873934.7190479999,791990.0768276071
2015-10-10,867556.973019,790062.6674349643
2015-10-11,973329.203973,788276.3776159285
2015-10-12,721634.5721813,789463.141263082
2015-10-13,585141.5538577,785999.112685518
2015-10-14,688198.106351,784074.4140552679
2015-10-15,577952.197162,783516.3567351607
2015-10-16,693829.351874,784945.7666254464
2015-10-17,958052.958031,785737.1765173035
2015-10-18,1071477.102879,786949.4708810893
2015-10-19,699259.488037,786289.9748481606
2015-10-20,660308.361186,786946.8899262501
2015-10-21,672847.3460333,786319.3050730821
2015-10-22,547020.0469813,785951.3920752357
2015-10-23,639040.6062,785699.8467586822
2015-10-24,859950.710621,784609.2985613964
2015-10-25,1018783.141953,784635.0192181107
2015-10-26,649914.352338,783872.6366584251
2015-10-27,587066.101075,783084.6167630571
2015-10-28,599388.1222552,779091.9590202429
2015-10-29,511860.0689186,768931.9308049429
2015-10-30,635875.8911987,761973.2344997536
2015-10-31,915956.851878,752565.4014373607
2015-11-01,819250.388037,737748.238917432
2015-11-02,762549.794932,736070.5588080036
2015-11-03,1033439.132986,748115.9108443965
2015-11-04,855494.43996,752934.914751075
2015-11-05,649662.670907,754599.0804954678
2015-11-06,671145.788057,747356.6186743608
2015-11-07,929723.344157,749576.8462150035
2015-11-08,1077361.9559685,753292.3016434143
2015-11-09,683644.901987,751935.5277079036
2015-11-10,623529.1790699,753306.5143226249
2015-11-11,689746.212316,753361.8038213749
2015-11-12,506937.6640027,750825.5704942571
2015-11-13,626674.025055,748427.165965007
2015-11-14,867597.332909,745196.6079249356
2015-11-15,1056159.462651,744649.5493453644
2015-11-16,716508.7092175,745265.5929589536
2015-11-17,618919.988059,743787.4367758464
2015-11-18,683954.18795,744184.1097014429
2015-11-19,560452.567301,744663.8425700035
2015-11-20,665619.668251,745613.0947861107
2015-11-21,863726.8816559,745747.9580373571
2015-11-22,1015844.2849005,745642.9988569106
2015-11-23,696685.460932,747313.3955924107
2015-11-24,612710.200935,748229.2563016964
2015-11-25,658917.83013,750355.317297225
2015-11-26,530358.330027,751015.9694796678
2015-11-27,645087.0350447,751344.9389027393
2015-11-28,850596.003884,749010.6229029536
2015-11-29,1070619.802932,757988.1020063466
2015-11-30,762036.1239965,757969.756615793
2015-12-01,857620.9426407,751690.5355320321
2015-12-02,867269.5758400001,752111.076099175
2015-12-03,676883.031992,753083.2318522108
2015-12-04,749354.1319635,755876.3869917284
2015-12-05,966202.367876,757179.2092674071
2015-12-06,1143119.31945,759527.6865346035
2015-12-07,822334.708983,764480.8939273178
2015-12-08,712569.16983,767660.8935973215
2015-12-09,747893.782087,769737.5925177142
2015-12-10,657427.1785246,775112.2180363536
2015-12-11,708392.807819,778030.7459922107
2015-12-12,915667.884291,779747.5513987107
2015-12-13,1059425.4213405,779864.1927804785
2015-12-14,811613.7221567,783260.80038545
2015-12-15,779809.953397,789006.8705760929
2015-12-16,859930.249129,795291.7299039143
2015-12-17,809809.748717,804197.3435259144
2015-12-18,893569.902701,812338.4233277001
2015-12-19,1095523.5178683,820616.874621
2015-12-20,1175416.9636673,826315.8988626715
2015-12-21,1072887.476889,839751.68514685
2015-12-22,1141861.90926,858649.9604441716
2015-12-23,1196146.056374,877836.6828100284
2015-12-24,1083680.315238,897598.18228185
2015-12-26,946725.190766,908370.9735576108
2015-12-27,837714.129168,907910.9066034679
2015-12-28,789684.9127821,897877.5176695428
2015-12-29,870762.025758,901760.5855895963
2015-12-30,1030043.735764,907918.542486857
2015-12-31,964641.5415009999,911396.1126890357
2016-01-01,16433.394,887808.6256178928
2016-01-02,1066677.424862,899141.6003642678
2016-01-03,1226735.719895,908446.362936375
2016-01-04,955956.875097,901761.9899237677
2016-01-05,835320.439089,902225.7659989821
2016-01-06,821685.655923,906122.7833594464
2016-01-07,653504.3669428,902751.7328185822
2016-01-08,713608.3341557,904758.2026625499
2016-01-09,989209.458148,914787.3687457286
2016-01-10,1094693.83696,921181.1527696215
2016-01-11,705495.240963,908540.7891847107
2016-01-12,647058.461085,902663.8155750071
2016-01-13,660045.317135,898386.5071370786
2016-01-14,561972.62307,887745.1633492571
2016-01-15,671027.100027,882788.6401817572
2016-01-16,959827.146436,885154.97031515
2016-01-17,1057997.343303,883814.7497949607
2016-01-18,709784.229951,867185.0093050929
2016-01-19,630929.75099,851400.8048087001
2016-01-20,738744.013045,837003.7370867357
2016-01-21,552820.7690359,814027.833967518
2016-01-22,648431.428037,798483.2308531963
2016-01-23,906754.833923,797055.7181088036
2016-01-24,980927.7570135,802170.4905318571
2016-01-25,658090.687097,797470.6967573892
2016-01-26,609465.787904,788138.6882626036
2016-01-27,647254.67807,774467.6504878179
2016-01-28,533709.8489592,759077.2328970393
2016-01-29,660492.758086,782079.3530429679
2016-01-30,969938.376831,778624.3870418608
2016-01-31,1093211.2294,773855.655238468
2016-02-01,872063.3148838,770859.456659425
2016-02-02,765233.207779,768356.3412554965
2016-02-03,772360.939004,766594.7442226751
2016-02-04,650328.166941,766481.308508325
2016-02-05,768586.5079877,768444.8147166108
2016-02-06,941954.07605,766757.122498825
2016-02-07,697791.630994,752582.043714325
2016-02-08,636542.677274,750119.4521540034
2016-02-09,746939.64016,753686.6371209678
2016-02-10,790988.713851,758363.1870036823
2016-02-11,646376.371075,761377.6065752892
2016-02-12,698152.0698755,762346.35549845
2016-02-13,859023.0269945,758746.2083755393
2016-02-14,940214.498527,754539.6782049679
2016-02-15,746671.290005,755857.0732068963
2016-02-16,719111.88609,759006.4351747535
2016-02-17,723794.722013,758472.5319236107
2016-02-18,570072.678149,759088.6715347928
2016-02-19,672510.133621,759948.6253056499
2016-02-20,883790.2212395,759128.4605669535
2016-02-21,991384.2700283,759501.9074603393
2016-02-22,698907.63622,760959.6556433036
2016-02-23,641329.0610941,762097.6296858072
2016-02-24,675573.377814,763109.0118195213
2016-02-25,557959.327812,763975.064635693
2016-02-26,641922.8016649,763311.8519063678
2016-02-27,916704.0687289999,761410.6266170107
2016-02-28,994502.727301,757885.3229706178
2016-02-29,726619.7578255,752690.9102185357
2016-03-01,897927.643296,757429.9972012857
2016-03-02,878452.364907,761218.9766978214
2016-03-03,671564.7523075,761977.4261751964
2016-03-04,747546.7958183,761226.0078834322
2016-03-05,1028620.677053,764321.2436335393
2016-03-06,1078958.5091855,777934.3464260929
2016-03-07,738126.524119,781562.3409562715
2016-03-08,642291.3448895,777824.9018394678
2016-03-09,694645.8489091,774384.0852343999
2016-03-10,572491.856825,771745.3525826143
2016-03-11,664893.5129268001,770557.5469773037
2016-03-12,898101.109871,771953.1927943213
2016-03-13,954980.3301475,772480.5439236249
2016-03-14,668066.393105,769673.2261771964
2016-03-15,668186.702459,767854.4696189464
2016-03-16,739805.377693,768426.278750375
2016-03-17,580452.5319757,768796.9878156142
2016-03-18,666756.8191527,768591.5122988893
2016-03-19,895038.512068,768993.2369713357
2016-03-20,929605.582019,766786.8552567179
2016-03-21,690469.800941,766485.5039967535
2016-03-22,622695.8369947,765820.0317074892
2016-03-23,714881.17408,767223.8815741321
2016-03-24,660489.8450025,770885.6857595071
2016-03-25,633524.200062,770585.7357022606
2016-03-26,800133.5174955,766422.5017296358
2016-03-27,833336.064862,760666.5494996713
2016-03-28,661057.8656583,758325.0533508429
2016-03-29,621166.0630926,748440.7112007214
2016-03-30,660138.988943,740643.804916293
2016-03-31,617374.3379607,738708.4329753357
2016-04-01,872467.3200749999,743169.8802702178
2016-04-02,1150824.580929,747534.3054086465
2016-04-03,1266908.291001,754246.7976163429
2016-04-04,795237.1920634999,756286.4643286464
2016-04-05,725750.101045,759267.1341913429
2016-04-06,744784.8430795,761057.8125545715
2016-04-07,587939.720177,761609.5219599999
2016-04-08,689727.1961377,762496.4392175322
2016-04-09,927981.389244,763563.5920522821
2016-04-10,1008876.737901,765488.4637577643
2016-04-11,665348.963943,765391.4127162643
2016-04-12,651657.0342615,764801.0674234964
2016-04-13,672611.48105,762401.2854005321
2016-04-14,546785.2089455,761198.8810065965
2016-04-15,667606.299867,761229.2196035357
2016-04-16,862121.492036,760053.6117452501
2016-04-17,1271833.739255,772276.04593225
2016-04-18,1345920.6048929,795685.0032162464
2016-04-19,1152089.208085,814591.9093266142
2016-04-20,1062426.2900389,827004.2348965751
2016-04-21,1001079.779168,839168.1611167714
2016-04-22,857059.24399,847151.5555427715
2016-04-23,1022143.1346499,855080.4704411428
2016-04-24,1039369.932014,862438.8228394286
2016-04-25,680000.753839,863115.3545601678
2016-04-26,704799.4182328,866102.2601008891
2016-04-27,670288.098041,866464.7282829607
2016-04-28,543339.849013,863820.6393919715
2016-04-29,708711.428894,857972.2147069357
2016-04-30,1067335.770093,854990.4714627928
2016-05-01,1270121.20756,855105.2184827571
2016-05-02,973985.670432,861489.0927102036
2016-05-03,792205.5501393,863862.5016064286
2016-05-04,798654.4540987,865786.4162856856
2016-05-05,648701.6029645,867956.4835280965
2016-05-06,761422.5161262,870517.030670543
2016-05-07,1071192.776983,875631.7230897929
2016-05-08,820824.6380683,868915.5766671965
2016-05-09,771767.6541339,872716.2441740142
2016-05-10,693010.486981,874193.1531997108
2016-05-11,727543.4630335,876155.0096991215
2016-05-12,603394.2070997,878176.7596332
2016-05-13,666833.8999414,878149.1739215713
2016-05-14,932869.5212631,880675.8892511107
2016-05-15,1070331.66738,873479.3866841465
2016-05-16,748112.686851,852129.1038969357
2016-05-17,661930.83884,834623.4478524715
2016-05-18,671232.9593407,820652.2574703927
2016-05-19,581470.5602065,805666.2139360536
2016-05-20,706024.0579254,800272.1001480322
2016-05-21,910757.16309,796294.0297351786
2016-05-22,1030671.62292,795983.3758389644
2016-05-23,695004.681298,796519.2303910714
2016-05-24,606377.2052165,793004.1513547751
2016-05-25,637512.038734,791833.5778080964
2016-05-26,571968.623123,792856.0340263107
2016-05-27,852689.219312,797998.0979698107
2016-05-28,816187.2200643,789028.5068973572
2016-05-29,959853.658039,777947.522985893
2016-05-30,752452.419172,770035.6211551785
2016-05-31,974327.9898907,776539.9940034428
2016-06-01,811525.320315,776999.6677968821
2016-06-02,694535.9356793,778636.6082509821
2016-06-03,742363.085208,777955.9142896178
2016-06-04,1011996.61607,775841.7656855823
2016-06-05,1123734.4361,786659.9727581429
2016-06-06,729894.222866,785164.4930700036
2016-06-07,658714.653306,783939.641867325
2016-06-08,696747.5498651,782839.7878255964
2016-06-09,547139.6129411,780830.6951770751
2016-06-10,637354.31962,779777.8530227393
2016-06-11,845838.2061645,776669.5917692179
2016-06-12,947479.764963,772282.0238257535
2016-06-13,685382.193062,770041.6490475751
2016-06-14,622267.7731045,768625.1109855928
2016-06-15,708327.6370845,769949.9209050144
2016-06-16,620526.243001,771344.7667191036
2016-06-17,737897.438279,772483.1017317321
2016-06-18,972971.109711,774705.0283967679
2016-06-19,837363.023871,767801.1498593035
2016-06-20,735754.3648971,769256.4957021286
2016-06-21,679248.0220203,771859.0248736928
2016-06-22,677730.6512057,773295.4038905392
2016-06-23,559653.337429,772855.5722586109
2016-06-24,641812.675912,765324.2671371821
2016-06-25,860296.8349625,766899.6105264035
2016-06-26,954344.666933,766702.8608440465
2016-06-27,684735.608995,764284.4033377249
2016-06-28,596948.934953,750806.5799470928
2016-06-29,632489.476942,744412.4426837715
2016-06-30,554144.864923,739398.4758710464
2016-07-01,857027.5539605,743493.63546935
2016-07-02,1078485.141848,745868.2256757071
2016-07-03,1126713.707945,745974.6282415999
2016-07-04,850891.598845,750295.9630979929
2016-07-05,728011.558041,752770.8525528143
2016-07-06,752110.940641,754748.1165090965
2016-07-07,591702.7820185,756339.6582618607
2016-07-08,688563.400224,758168.5539977179
2016-07-09,868259.9708787,758969.3313089393
2016-07-10,932486.3001359,758433.8504222572
2016-07-11,688436.1450485,758542.9201360607
2016-07-12,627039.780111,758713.3489577214
2016-07-13,642494.4024465,756362.1620063642
2016-07-14,535124.328126,753312.0936179714
2016-07-15,675032.4290353,751066.9147164107
2016-07-16,887192.885063,748003.4066932678
2016-07-17,932586.6967328,751404.2521526179
2016-07-18,702619.751022,750220.8730856499
2016-07-19,633176.2922806,748575.454166375
2016-07-20,686848.847004,748901.1040163143
2016-07-21,578823.6890245,749585.7594304392
2016-07-22,646633.655341,749757.9372671893
2016-07-23,822292.472006,748400.6385901714
2016-07-24,847867.677942,744597.88898335
2016-07-25,697383.602092,745049.6030225287
2016-07-26,622771.923903,745971.8526278858
2016-07-27,651121.9849837,746637.2993436606
2016-07-28,533256.2493581,745891.2773592001
2016-07-29,669585.8378729,739196.9303560714
2016-07-30,910213.871959,733187.24214575
2016-07-31,997916.9572141,728587.358191075
2016-08-01,895580.405053,730183.3869842179
2016-08-02,777592.8388893,731954.1470145143
2016-08-03,779844.8100532,732944.6423506644
2016-08-04,622883.098161,734058.2250700392
2016-08-05,704092.7391311,734612.8443167213
2016-08-06,858903.2119025,734278.6743532857
2016-08-07,904321.436838,733272.7863783607
2016-08-08,715195.5388238,734228.4790131928
2016-08-09,635538.981035,734532.0219033357
2016-08-10,658457.436112,735102.1302485323
2016-08-11,596729.279945,737302.3070992107
2016-08-12,745662.5051491,739824.8098175607
2016-08-13,714905.9190669,733671.7038891286
